symbol, name, exchange, marketCap, IPOYear, sector, industry, summary
600000,SHANGHAI PUDONG DEVELOPMENT BANK CO.  LTD.,SHA,,,,,http://www.spdb.com.cn
600004,Guangzhou Baiyun International Airport Co. ltd.,SHA,,,,,www.gbiac.net
600005,Wuhan Iron and Steel Company Limited.,SHA,,,,,HTTP://www.wisco.com.cn/
600006,Dongfeng  Automobile  Co. LTD,SHA,,,,,http://www.dfac.com
600007,China World Trade Center Company Ltd.,SHA,,,,,http://www.cwtc.com
600008,BEIJING CAPITAL CO. LTD,SHA,,,,,http://www.capitalwater.cn
600009,Shanghai International Airport Co.  Ltd.,SHA,,,,,www.shairport.com
600010,Inner Mongolia BaoTou Steel Union Co. Ltd.,SHA,,,,,-
600011,Huaneng Power International  INC.,SHA,,,,,www.hpi.com.cn
600012,Anhui Expressway Company Limited,SHA,,,,,www.anhui-expressway.net
600015,HUA XIA BANK CO.  Limited,SHA,,,,,http://www.hxb.com.cn£»http://www.95577.com.cn
600016,CHINA MINSHENG BANK,SHA,,,,,www.cmbc.com.cn
600017,RIZHAO PORT CO. LTD.,SHA,,,,,http://www.rzpcl.com/
600018,Shanghai International Port (Group) Co.  Ltd,SHA,,,,,http://www.portshanghai.com.cn/
600019,Baoshan Iron & Steel Co.  Ltd.,SHA,,,,,http://bg.baosteel.com
600020,Henan Zhongyuan Expressway Company Limited,SHA,,,,,http://www.zygs.com
600021,SHANGHAI ELECTRIC POWER COMPANY LIMITED,SHA,,,,,www.shanghaipower.com
600022,SHANDONG IRON AND STEEL COMPANY LTD,SHA,,,,,www.jigang.com.cn
600023,Zhejiang Zheneng Electric Power Co. Ltd,SHA,,,,,http://www.zzepc.com.cn
600026,CHINA SHIPPING DEVELOPMENT COMPANY LIMITED,SHA,,,,,www.cnshippingdev.com
600027,Huadian Power International Corporation Limited,SHA,,,,,http:\\www.hdpi.com.cn
600028,China Petroleum and Chemical Corporation,SHA,,,,,http://www.sinopec.com
600029,China Southern Airlines Company Limited,SHA,,,,,www.csair.com
600030,CITIC Securities Company Limited,SHA,,,,,cs.ecitic.com
600031,SANY HEAVY INDUSTRY CO. LTD,SHA,,,,,www.sanyhi.com
600033,Fujian Expressway Development Company Limited,SHA,,,,,www.fjgs.com.cn
600035,HUBEI CHUTIAN EXPRESSWAY CO. LTD.,SHA,,,,,www.hbctgs.com
600036,China Merchants Bank Co. Limited,SHA,,,,,www.cmbchina.com
600037,Beijing Gehua CATV Network Co.  LTD.,SHA,,,,,http://www.bgctv.com.cn
600038, AVICOPTER PLC,SHA,,,,,www.hafei.com
600039,SICHUAN ROAD & BRIDGE CO. LTD,SHA,,,,,www.scrbc.com.cn
600048,POLY REAL ESTATE GROUP CO. LTD,SHA,,,,,www.gzpoly.com;www.polycn.com
600050,CHINA UNITED NETWORK COMMUNICATIONS  LIMITED,SHA,,,,,www.chinaunicom-a.com
600051,NINGBO UNITED GROUP CO. LTD.,SHA,,,,,http://www.nug.com.cn
600052,Zhejiang Guangsha Co. Ltd.,SHA,,,,,HTTP://www.gsgf.com
600053,Kunwu Jiuding Investment Holdings CO.  Ltd,SHA,,,,,-
600054,Huangshan Tourism Development Co. Ltd.,SHA,,,,,HTTP://WWW.huangshan.com.cn
600055,China Resources Wandong Medical Equipment Co.  Ltd.,SHA,,,,,HTTP://WWW.wandong.com.cn
600056,CHINA MEHECO CO.  LTD.,SHA,,,,,www.meheco.cn
600057,XIAMEN XIANGYU CO.  LTD.,SHA,,,,,www.xiangyu.cn
600058,MINMETALS DEVELOPMENT CO.  LTD.,SHA,,,,,HTTP://www.minlist.com
600059,ZheJiang GuYueLongShan ShaoXing Wine Co.LTD,SHA,,,,,HTTP://WWW.shaoxingwine.com.cn
600060,HISENSE ELECTRIC CO. LTD.,SHA,,,,,http://www.hisense.com
600061,SDIC Essence (Holdings)Co. Ltd,SHA,,,,,www.sdicessence.com.cn
600062,CHINA RESOURCES DOUBLE£­CRANE PHARMACEUTICAL CO. LTD.,SHA,,,,,www.dcpc.com.cn
600063,ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED,SHA,,,,,http://www.wwgf.com.cn
600064,NANJING GAOKE COMPANY LIMITED,SHA,,,,,www.600064.com
600066,Zhengzhou Yutong Bus Co. Ltd.,SHA,,,,,http://www.yutong.com
600067,CITYCHAMP DARTONG CO. LTD.,SHA,,,,,HTTP://WWW.gcdt.net
600068,China Gezhouba Group Company Limited,SHA,,,,,http://www.cggc.cn
600069,Henan Yinge Industrial Investment  Co. Ltd.,SHA,,,,,http://www.yinge.com.cn
600070,Zhejiang FuRun Co. LTD,SHA,,,,,HTTP://www.zj-furun.cn
600071,phenix optical company limited,SHA,,,,,http£º//www.phenixoptics.com.cn
600072,CSSC Steel Structure Engineering Co.  Ltd.,SHA,,,,,http://www.jnhi.com
600073,SHANGHAI MALING AQUARIUS CO.LTD,SHA,,,,,www.shanghaimaling.com
600074,JIANGSU PROTRULY VISION TECHNOLOGY GROUP CO. LTD.,SHA,,,,,http://www.protruly.com.cn/
600075,XINJIANG TIANYE CO. LTD.,SHA,,,,,HTTP://WWW.xj-tianye.com
600076,WEIFANG BEIDA JADEBIRD HUAGUANG TECHNOLOGY CO. LTD,SHA,,,,,HTTP://WWW.hbkangxin.com.cn
600077,Sundy Land Investment Co. Ltd.,SHA,,,,,http://www.songdu.com
600078,Jiangsu Chengxing Phosph-Chemical Co. Ltd,SHA,,,,,-
600079,Humanwell Healthcare (Group) Co. Ltd.,SHA,,,,,http://www.humanwell.com.cn
600080,GINWA ENTERPRISE(GRPUP) INC.,SHA,,,,,HTTP://WWW.ginwa.com.cn
600081,DONG FENG ELECTRONIC TECHNOLOGY CO. LITD.,SHA,,,,,HTTP://WWW.DETC.COM.CN
600082,Tianjin Hi-Tech Development Co.  Ltd.,SHA,,,,,www.hitech-develop.com
600083,GUANGDONG BOXIN INVESTING & HOLDINGS CO .LTD,SHA,,,,,www.600083.com
600084,CITIC GUOAN Wine CO. LTD,SHA,,,,,http://www.guoanwine.com
600085,Beijing TongRenTang Co. Ltd,SHA,,,,,http://www.tongrentanggf.com
600086,EASTERN GOLD JADE  COMPANY LIMITED,SHA,,,,,http://www.goldjade.cn
600088,China Television Media Ltd.,SHA,,,,,www.ctv-media.com.cn
600089,TBEA CO. LTD.,SHA,,,,,http://www.tbea.com.cn
600090,xin jiang hops co. ltd,SHA,,,,,www.xjhops.com
600091,BAOTOU TOMORROW TECHNOLOGY CO. LTD,SHA,,,,,http://www.tomotech.com
600093,SICHUAN HEJIA CO.LTD.,SHA,,,,,http://www.hejia.com
600094,GREATTOWN HOLDINGS LTD.,SHA,,,,,http://www.greattown.cn
600095,HARBIN HIGH-TECH(GROUP)C0. LTD.,SHA,,,,,www.hgk-group.com
600096,YUNNAN YUNTIANHUA CO. LTD,SHA,,,,,HTTP://www.yyth.com.cn
600097,SHANGHAI KAICHUANG MARINE INTERNATIONAL CO. LTD.,SHA,,,,,http://www.skmic.sh.cn/
600098,Guangzhou Development Group Incorporated,SHA,,,,,http://www.gdih.cn
600099,LINHAI CO. LTD.,SHA,,,,,WWW.LINHAIGROUP.COM
600100,TSINGHUA TONGFANG CO.  LTD,SHA,,,,,http://www.thtf.com.cn
600101,SICHUAN MINGXING ELECTRIC POWER CO. LTD,SHA,,,,,http://www.mxdl.com.cn
600103,Fujian Qingshan Paper Industry Co. Ltd.,SHA,,,,,http://www.qingshanpaper.com
600104,SAIC Motor Corporation Limited,SHA,,,,,HTTP://www.saicmotor.com
600105,JIANGSU ETERN CO.  LTD.,SHA,,,,,www.yongding.com.cn
600106,CHONGQING ROAD & BRIDGE CO. LTD,SHA,,,,,http://www.cqrb.com.cn
600107,HUBEI  MAILYARD  SHARE  CO.  LTD,SHA,,,,,http://www.mailyard.com.cn
600108,GANSU YASHENG INDUSTRIAL£¨GROUP£©CO. LTD,SHA,,,,,http://www.yasheng.com.cn
600109,SINOLINK SECURITIES CO.  LTD.,SHA,,,,,www.gjzq.com.cn
600110,CHINA?KINWA HIGH TECHNOLOGY CO.  LTD,SHA,,,,,www.kinwa.com.cn
600111,China Northern Rare Earth (Group) High-Tech Co. Ltd,SHA,,,,,http://www.reht.com
600112,GUIZHOU CHANGZHENG TIANCHENG HOLDING CO. LTD.,SHA,,,,,http://www.tckg.cn
600113,ZHE JIANG DONG RI CO.  LTD,SHA,,,,,http://www.dongri.com
600114,NBTM NEW MATERIALS GROUP Co.  Ltd.,SHA,,,,,www.pm-china.com
600115,China Eastern Airlines Corporation Limited,SHA,,,,,http://www.ceair.com
600116,Chongqing Three Gorges Water Conservancy And Electric Power Co. Ltd.,SHA,,,,,http://www.cqsxsl.com.cn
600117,XINING SPECIAL STEEL CO. LTD,SHA,,,,,http://www.xntg.com
600118,China Spacesat Co. Ltd.,SHA,,,,,WWW.SPACESAT.COM.CN
600119,Y.U.D Yangtze River Investment Industry Co. Ltd.,SHA,,,,,www.cjtz.cn
600120,ZHEJIANG ORIENT HOLDINGS CO. LTD.,SHA,,,,,www.zjorient.com
600121,ZHENGZHOU COAL INDUSTRY & ELECTRIC POWER CO. LTD.,SHA,,,,,HTTP://www.zzce.com.cn
600122,JIANGSU HONGTU HIGH TECHNOLOGY CO. LTD.,SHA,,,,,http://www.hiteker.cn
600123,Shanxi Lanhua Sci-tech Venture Co. Ltd,SHA,,,,,HTTP://www.chinalanhua.com
600125,CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO.  LTD,SHA,,,,,www.chinacrt.com
600126,HangZhou Iron And Steel Co. Ltd.,SHA,,,,,www.hzsteel.com
600127, JINJIAN CEREALS INDUSTRY CO. LTD.,SHA,,,,,http://www.600127.cn
600128,JIANGSU HOLLY CORPORATION,SHA,,,,,http://www.artall.com.cn
600129,CHONGQING TAIJI INDUSTRY(GROUP) CO. LTD,SHA,,,,,http://www.taiji.com
600130,NINGBO BIRD Co. Ltd.,SHA,,,,,HTTP://WWW.chinabird.com
600131,Sichuan MinJiang Hydropower co. Ltd.,SHA,,,,,www.mjsdgs.com
600132,CHONG QING BREWERY CO.LTD,SHA,,,,,www.chongqingbeer.com
600133,WUHAN EAST LAKE HIGH TECHNOLOGY GROUPE CO. LTD.,SHA,,,,,www.elht.com
600135,LUCKY FILM COMPANY LIMITED,SHA,,,,,HTTP://GUFEN.LUCKYFILM.COM.CN
600136,WUHAN DOUBLE CO. LTD,SHA,,,,,http//www.china-double.com
600137,Sichuan Langsha¡¡holding¡¡CO.LTD,SHA,,,,,www.langshastock.com
600138,CHINA CYTS TOURS HOLDING CO. LTD.,SHA,,,,,www.aoyou.com
600139,Sichuan Western Resources Holding Co.  Ltd,SHA,,,,,http://www.scxbzy.com
600141,HUBEI XINGFA CHEMICALS GROUP CO. LTD.,SHA,,,,,HTTP://www.xingfagroup.com
600143,KINGFA SCI.&TECH. CO. LTD.,SHA,,,,,www.kingfa.com.cn
600145,Xinjiang Yilu Wanyuan Industrial Investment Holding Co.  Ltd.,SHA,,,,,http://www.swell.com.cn
600146,Shangying Global Co. Ltd.,SHA,,,,,www.600146.net
600148,Changchun Yidong Clutch CO.LTD.,SHA,,,,,www.ccyd.com.cn
600149,Langfang Development Co.  Ltd.,SHA,,,,,-
600150,China CSSC Holdings Limited,SHA,,,,,HTTP://www.csscholdings.com
600151,SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL CO. LTD,SHA,,,,,HTTP://WWW.ht-saae.com
600152,NINGBO VEKEN ELITE GROUP CO. LTD.,SHA,,,,,HTTP://WWW.veken.com
600153,XIAMEN C&D INC.,SHA,,,,,HTTP://WWW.chinacnd.com
600155,HEBEI BAOSHUO CO. LTD.,SHA,,,,,http://www.baoshuogufen.cn/
600156,Hunan Huasheng  Co. Ltd,SHA,,,,,-
600157,WINTIME ENERGY CO. LTD.,SHA,,,,,http://www.wtecl.com
600158,CHINA SPORTS INDUSTRY GROUP CO. LTD.,SHA,,,,,http://www.csig158.com
600159,BEIJING  DALONG  WEIYE REAL ESTATE DEVELOPMENT  CO. LTD,SHA,,,,,www.dldc.com.cn
600160,ZHEJIANG JUHUA CO. LTD.,SHA,,,,,http://www.jhgf.com.cn
600161,Beijing Tiantan Biological Products Corporation Limited,SHA,,,,,http://www.tiantanbio.com
600162,Shenzhen Heungkong Holding Co.  Ltd,SHA,,,,,http://www.hkhc.com.cn
600163,ZHONGMIN  ENERGY  CO.   LTD.,SHA,,,,,-
600165,Ningxia Xinri Hengli Steel Wire Rope Co.  Ltd,SHA,,,,,www.nxhengli.com.cn
600166,BEIQI FOTON MOTOR CO. LTD.,SHA,,,,,HTTP://WWW.foton.com.cn
600167,Luenmei Holding Co. Ltd,SHA,,,,,-
600168,WUHAN SANZHEN INDUSTRY HOLDING CO. LTD,SHA,,,,,HTTP://WWW.600168.com.cn
600169,TAIYUAN HEAVY INDUSTRY CO. LTD.,SHA,,,,,Http://www.tyhi.com.cn
600170,SHANGHAI CONSTRUCTION GROUP CO.  LTD,SHA,,,,,www.scg.com.cn
600171,SHANGHAI BELLING CO. LTD.,SHA,,,,,www.belling.com.cn
600172,HENAN HUANGHE WHIRLWIND CO. LTD.,SHA,,,,,HTTP://WWW.HHXF.COM
600173,WOLONG REAL ESTATE GROUP CO. LTD.,SHA,,,,,www.wolong-Re.com
600175,MeiDu Energy Corporation,SHA,,,,,http://www.chinameidu.com
600176,China Jushi Co. Ltd.,SHA,,,,,www.cfgcl.com.cn
600177,Youngor Group Co. Ltd.,SHA,,,,,www.youngor.com.cn
600178,HARBIN DONGAN AUTO ENGINE CO. LTD.,SHA,,,,,www.daae.com.cn
600179,HEILONGJIANG HEIHUA CO. LTD.,SHA,,,,,-
600180,CCS Supply Chain Management Co.  Ltd.,SHA,,,,,HTTP£º//www.ccsoln.com
600182,GITI TIRE CORPORATION,SHA,,,,,www.gititirecorp.com
600183,SHENGYI TECHNOLOGY CO.  LTD.,SHA,,,,,HTTP://www.syst.com.cn
600184,North Electro-Optic Co. Ltd.,SHA,,,,,www.sicong.com
600185,GREE REAL ESTATE Co. Ltd,SHA,,,,,http://www.greedc.com/
600186,HENAN  LOTUS  FLOWER  GOURMET  POWDER  CO. LTD,SHA,,,,,http//www.chinalotus.com.cn
600187,HEILONGJIANG INTERCHINA WATER TREATMENT CO. LTD.,SHA,,,,,www.interchinawater.com
600188,YANZHOU COAL MINING COMPANY LIMITED,SHA,,,,,http://www.yanzhoucoal.com.cn
600189,JILIN FOREST INDUSTRY CO. LTD.,SHA,,,,,www.forestindustry.com.cn
600190,JINZHOU PORT CO. LTD.,SHA,,,,,HTTP://WWW.JINZHOUPORT.COM
600191,BAOTOU HUAZI INDUSTRY CO. LTD.,SHA,,,,,HTTP://WWW.huazi.com
600192,LANZHOU GREATWALL ELECTRICAL CO. LTD.,SHA,,,,,www.chinagwe.com
600193,SHANGHAI PROSOLAR RESOURCE CO. LTD,SHA,,,,,www.600193.com
600195,China Animal Husbandry Industry Co. Ltd.,SHA,,,,,www.cahic.com
600196,Shanghai Fosun Pharmaceutical (Group) Co.  Ltd.,SHA,,,,,HTTP://www.fosunpharma.com
600197,Xinjiang Yilite Industry Co. LTD,SHA,,,,,HTTP://WWW.xjyilite.com
600198,DATANG TELECOM TECHNOLOGY CO.  LTD.,SHA,,,,,http://www.datang.com
600199,Anhui Golden Seed Winery Co. Ltd.,SHA,,,,,HTTP://WWW.jzz.cn
600200,JiangSu WuZhong Industrial Co. Ltd.,SHA,,,,,HTTP://www.600200.com
600201,INNER MONGOLIA JINYU GROUP CO.LTD,SHA,,,,,HTTP://WWW.JINYU.COM.CN
600202,Harbin Air Conditioning Co. Ltd.,SHA,,,,,http://www.hac.com.cn
600203,FUJIAN FURI ELECTRONICS CO. LTD.,SHA,,,,,http://www.furielec.com
600206,GRINM Advanced Materials Co. Ltd.,SHA,,,,,http://www.griam.cn
600207,HENAN ANCAI HI-TECH CO. LTD.,SHA,,,,,http://www.acht.com.cn
600208,XINHU ZHONGBAO CO. LTD,SHA,,,,,-
600209,LAWTON DEVELOPMENT CO. LTD.,SHA,,,,,http://www.lawtonfz.com.cn
600210,SHANGHAI ZIJIANG ENTERPRISE GROUP CO. LTD,SHA,,,,,HTTP://www.zijiangqy.com
600211,TIBET RHODIOLA PHARMACEUTICAL HOLDING CO.,SHA,,,,,http://www.xzyy.cn
600212,SHAN DONG JIANG QUAN INDUSTRY CO. LTD.,SHA,,,,,HTTP://WWW.JIANGQUAN.COM.CN
600213,Yangzhou Asiastar Bus Co. Ltd.,SHA,,,,,http://www.asiastarbus.com
600215,Changchunjingkai (Group) co.  ltd.,SHA,,,,,www.ccjk600215.com
600216,ZHEJIANG MEDICINE CO. LTD,SHA,,,,,HTTP://WWW.China-zmc.com
600217,Shaanxi Qinling Cement(group) Co. ltd.,SHA,,,,,www.qinling.com
600218,ANHUI QUANCHAI ENGINE CO. LTD.,SHA,,,,,http://www.quanchai.com.cn
600219,SHANDONG NANSHAN ALUMINIUM CO.  LTD,SHA,,,,,HTTP://www.600219.com.cn
600220,JIANGSU SUNSHINE CO. LTD.,SHA,,,,,http:\\www.sunshine.com.cn
600221,Hainan Airlines Company Limited,SHA,,,,,http://www.hnair.com
600222,HENAN TALOPH PHARMACEUTICAL STOCK CO. LTD,SHA,,,,,http://www.taloph.com
600223,Lushang Property Co. Ltd.,SHA,,,,,http://www.lshzy.com.cn
600225,TIANJIN SONGJIANG Co. Ltd.,SHA,,,,,www.ciity.com.cn
600226,ZHEJIANG  SHENGHUA  BIOK  BIOLOGY  CO. LTD.,SHA,,,,,HTTP://WWW.biok.com
600227,GUIZHOU CHITIANHUA CO. LTD.,SHA,,,,,http://www.chth.com.cn
600228,JiangXi ChangJiu Biochemical Industry Co. Ltd.,SHA,,,,,-
600229,Qingdao Citymedia Co . Ltd.,SHA,,,,,www.citymedia.cn
600230,CANGZHOU DAHUA CO.LTD,SHA,,,,,www.czdh.chemchina.com
600231,Lingyuan Iron & Steel Co. Ltd.,SHA,,,,,HTTP://WWW.LGGF.COM.CN
600232,Zhejiang Golden Eagle Co. Ltd.,SHA,,,,,www.cn-goldeneagle.com
600233,DALIAN DAYANG TRANDS CO. LTD,SHA,,,,,HTTP://WWW.dayang.net &nbsp;/www.trands.com
600234,Guanghe landscape Culture Communication Co. Ltd  ShanXi,SHA,,,,,-
600235,MINFENG SPECIAL PAPER CO. LTD.,SHA,,,,,http://www.mingfenggroup.com
600236,GUANGXI GUIGUAN ELECTRIC POWER CO. LTD.,SHA,,,,,http://www.ggep.com.cn
600237,ANHUI TONGFENG ELECTRONICS COMPANY LIMITED,SHA,,,,,http://www.tong-feng.com
600238,HAINAN YEDAO £¨GROUP£©CO. LTD,SHA,,,,,www.yedao.com
600239,YunNan  Metropolitan Real Estate Development Co. LTD,SHA,,,,,http://www.ynctzy.com
600240,BEIJING HOMYEAR CAPITAL HOLDINGS CO. LTD,SHA,,,,,www.huayedc.com
600241,LIAONING SHIDAI WANHENG CO. LTD.,SHA,,,,,www.shidaiwanheng.com
600242,ZHONGCHANG MARINE COMPANY LIMITED,SHA,,,,,www.zchy.net.cn
600243,QingHai HuaDing Industrial C0. Ltd.,SHA,,,,,www.qhhdsy.com
600246,BEIJING VANTONE  REAL ESTATE CO. LTD.,SHA,,,,,www.vantone.com
600247,JILIN CHENGCHENG GROUP CO. LTD,SHA,,,,,-
600248,Shaanxi  yanchang  petroleum  chemical engineering  Co. Ltd.,SHA,,,,,www.ycpcec.com
600249,LIUZHOU LIANGMIANZHEN Co.  Ltd.,SHA,,,,,www.lmz.com.cn
600250,NANJING TEXTILES IMP/EXP CORP. LTD.,SHA,,,,,http://www.nantex.com.cn
600251,XINGJIANG GUANNONG FRUIT & ANTLER GROUP CO.  LTD.,SHA,,,,,http://www.gngf.cn
600252,Guangxi Wuzhou Zhongheng Group CO. LTD.,SHA,,,,,http://www.wz-zhongheng.com
600255,AHHUI XINKE NEW MATERIALS CO. LTD.,SHA,,,,,http://www.ahxinke.com
600256,GUANGHUI ENERGY CO. LTD.,SHA,,,,,http://www.xjguanghui.com
600257,DAHU AQUACULTURE CO. LTD.,SHA,,,,,http://www.dhszgf.com
600258,BTG HOTELS£¨GROUP£©CO. LTD,SHA,,,,,www. btghotels. com
600259,Rising Nonferrous Metals Share Co.  Ltd.,SHA,,,,,www.gdnmi.com.cn
600260,HUBEI KAILE SCIENCE AND TECHNOLOGY CO. LTD,SHA,,,,,http://www.cnkaile.com
600261,ZHEJIANG YANKON GROUP CO. LTD.,SHA,,,,,www.yankon.com
600262,Inner Mongolia North Hauler Joint Stock Co. Ltd.,SHA,,,,,http://www.chinanhl.com
600265,YUNNAN JINGGU FORESTRY CO. LTD,SHA,,,,,www.jgly.cn
600266,BEIJING URBAN CONSTRUCTION INVESTMENT& DEVELOPMENT CO. LTD.,SHA,,,,,http://www.bucid.com
600267,ZHEJIANG HISUN PHARMACEUTICAL CO. LTD,SHA,,,,,http://www.hisunpharm.com
600268,Guodian Nanjing Automation Co. LTD.,SHA,,,,,HTTP://WWW.sac-china.com
600269,Jiangxi Ganyue Expressway CO. LTD.,SHA,,,,,http://www.600269.cn
600270,Sinotrans Air Transportation Development Co. Ltd.,SHA,,,,,http://www.sinoair.com
600271,Aisino Corporation,SHA,,,,,http://www.aisino.com
600272,SHANGHAI KAI KAI INDUSTRIAL CO. LTD.,SHA,,,,,http://www.chinesekk.com
600273,Zhejiang Jiahua energy chemical industry Co. Ltd.,SHA,,,,,www.jhec.com.cn
600275,Hubei Wuchangyu CO. LTD,SHA,,,,,HTTP://www.wuchangyu.com.cn
600276,JIANGSU HENGRUI  MEDICINE CO. LTD.,SHA,,,,,http://www.hrs.com.cn
600277, ELION ENERGY COMPANY LIMITED,SHA,,,,,http://www.elion.cn
600278,Orient International Enterprise LTD.,SHA,,,,,HTTP://WWW.OIE.COM.CN
600279,CHONGQING GANGJIU CO. LTD.,SHA,,,,,HTTP://WWW.CQGJ.COM.CN
600280,NANJING CENTRAL EMPORIUM STOCKS CO.  LTD.,SHA,,,,,www.600280.com
600281,TAIYUAN CHEMICAL INDUSTRY CO.LTD .,SHA,,,,,HTTP://WWW.THGF.cn
600282,Nanjing Iron&Steel Co. Ltd.,SHA,,,,,www.600282.net
600283,Qianjiang Water Resources Development Co. Ltd,SHA,,,,,HTTP://WWW.QJWATER.COM
600284,SHANGHAI PUDONG ROAD & BRIDGE CONSTRUCTION Co. LTD,SHA,,,,,www.pdjs.com.cn
600285,Henan Lingrui Pharmaceutical Co.  Ltd,SHA,,,,,HTTP://www.lingrui.com
600287,JIANGSU SAINTY CORP. LTD.,SHA,,,,,HTTP://www.saintycorp.com
600288,Daheng New Epoch Technology Inc.,SHA,,,,,http://www.dhxjy.com.cn
600289,Bright Oceans Inter-Telecom Corporation,SHA,,,,,http://www.boco.com.cn
600290,HUAYI ELECTRIC COMPANY LIMITED,SHA,,,,,www.heag.com
600291,Xishui Strong year Co. Ltd Inner Mongloia,SHA,,,,,ÎÞ
600292,CPI YUANDA ENVIRONMENTAL?PROTECTION£¨GROP£©CO.  LTD .,SHA,,,,,HTTP://WWW.jiulongep.com
600293,Hubei Sanxia New Building Materials Co.Ltd,SHA,,,,,-
600295,Inner Mongolia Eerduosi Resources Co. Ltd.,SHA,,,,,http://www.Chinaerdos.com
600297,China Grand Automotive Services Co.  Ltd.,SHA,,,,,http://www.chinagrandauto.com/cn/
600298,ANGEL YEAST CO. LTD,SHA,,,,,HTTP://WWW.ANGEL.COM.CN
600299,BLUESTAR NEW CHEMICAL MATERIAL CO.  LTD,SHA,,,,,www.star-nm.com
600300,v v Food & Beverage Co. Ltd,SHA,,,,,www.vvgroup.com
600301,Nanning Chemical Industry Co. Ltd.,SHA,,,,,HTTP://www.nnchem.com
600302,XI'AN TYPICAL INDUSTRIES CO.  LTD,SHA,,,,,HTTP://WWW.Chinatypical.com
600303,LIAONING SG AUTOMOTIVE GROUP CO.  LTD.,SHA,,,,,http:// www.sgautomotive.com
600305,JIANGSHU  HENGSHUN  VINEGAR  CO. LTD,SHA,,,,,HTTP://www.zjhengshun.com
600306,Shen Yang Commercial City Co. Ltd,SHA,,,,,HTTP://WWW.e-syc.com.cn
600307,GanSu Jiu Steel Group Hong Xing Iron & Steel Co Ltd,SHA,,,,,www.jiugang.com
600308,SHANDONG HUATAI PAPER INDUSTRY SHAREHOLDING CO. LTD,SHA,,,,,www.huataipaper.com
600309,Wanhua Chemical Group Co. Ltd.,SHA,,,,,http://www.whchem.com
600310,Guangxi Guidong Electric Power Co. LTD.,SHA,,,,,HTTP://WWW.gdep.com.cn
600311,GANSU RONGHUA INDUSTRY GROUP CO. LTD.,SHA,,,,,www.ronghua.cc
600312,Henan Pinggao Electric Co. Ltd.,SHA,,,,,http://www.pinggao.com
600313,ZHONGNONGFA  SEED  INDUSTRY  GROUP  CO.  LTD.,SHA,,,,,www.znfzy.com
600315,SHANGHAI JAHWA UNITED CO.  LTD,SHA,,,,,HTTP://WWW.JAHWA.COM.CN
600316,JIANGXI HONGDU AVIATION INDUSTRY CO.  LTD.,SHA,,,,,www.hongdu-aviation.com
600317,YINGKOU PORT LIABILITY CO. LTD.,SHA,,,,,www.ykplc.com
600318,ANHUI CHAODONG CEMENT CO. LTD.,SHA,,,,,-
600319,WEIFANG YAXING CHEMICAL CO. LTD.,SHA,,,,,HTTP://WWW.chinayaxing.com
600320,SHANGHAI ZHENHUA HEAVY INDUSTRIES CO. LTD.,SHA,,,,,http://www.zpmc.com/
600321,SiChuan GuoDong Construction Co. Lt,SHA,,,,,HTTP://WWW.CHINAGUODONG.COM
600322,Tianjin Realty Development(Group) Co.  Ltd.,SHA,,,,,www.tffzgroup.cn
600323,Grandblue environment company limited ,SHA,,,,,http://www.grandblue.cn
600325,Huafa Industrial Co. LTD.Zhuhai,SHA,,,,,www.cnhuafas.com
600326,TIBET TIANLU CO.  LTD.,SHA,,,,,http://www.xztianlu.com
600327,WUXI COMMERCIAL MANSION GRAND ORIENT CO. LTD,SHA,,,,,www.eastall.com
600328,INNER MONGOLIA LANTAI INDUSTRIAL CO. LTD,SHA,,,,,HTTP://WWW.lantaicn.com
600329,TIANJIN ZHONGXIN PHARMACEUTICAL GROUP CORPORATION LIMITED,SHA,,,,,http://www.zhongxinyaoye.com
600330,TDG HOLDING CO. LTD.,SHA,,,,,www.tdgcore.com
600331,SICHUAN  HONGDA CO. LTD.,SHA,,,,,-
600332,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,SHA,,,,,http://www.gybys.com.cn
600333,Changchun Gas Co. Ltd,SHA,,,,,www.ccrq.com.cn
600335,Sinomach Automobile Co.  Ltd.,SHA,,,,,http://www.sinomach-auto.com/
600336,AUCMA COMPANY LIMITED,SHA,,,,,HTTP://WWW.AUCMA.COM.CN
600337,Markor International Home Furnishings Co.  Ltd.,SHA,,,,,http://www.markorfurniture. com
600338,TIBET SUMMIT INDUSTRY CO. LTD.,SHA,,,,,http://www.zfmotor.com
600339,XINJIANG DUSHANZI TIANLI HIGH&NEWTECH CO. LTD P.R.C.,SHA,,,,,www.tlhnt.com;600339.com
600340,CHINA FORTUNE LAND DEVELOPMENT CO. LTD.,SHA,,,,,www.cfldcn.com
600343,SHAANXI AEROSPACE POWER HI-TECH CO. LTD,SHA,,,,,http://www.china-htdl.com
600345,Wuhan Yangtze Communication Industry Group Co. Ltd,SHA,,,,,http://www.ycig.com
600346,DALIAN RUBBER & PLASTICS MACHINERY Co. Ltd,SHA,,,,,www.dlrpm.com
600348,YANG QUAN COAL INDUSTRY £¨GROUP£© CO.  LTD.,SHA,,,,,www.yqmy.cc
600350,Shandong Hi-speed Company Limited,SHA,,,,,www.sdecl.com.cn
